vilref,new_km_N,new_km_E,lr_pop
25-345-19000,211.51610141256631,612.8533189355597,73
25-345-31955,211.40824233371168,608.1697210026605,464
25-345-31597,209.19768719201656,615.582802113434,102
25-345-2860,208.11020080942308,614.0852584852051,353
25-345-19479,214.45943112085146,611.0365314998355,150
25-345-21621,201.33731782750445,618.4789179794163,213
25-345-3472,203.16536242152634,629.1498949611713,588
25-345-10511,192.83957914347107,618.8971865240272,578
25-345-8308,197.63096853257386,615.2267873763507,270
25-345-15397,207.7852892337556,616.5616467239671,912
25-345-23985,208.73511629716245,624.8668771601258,455
25-345-44226,197.43771175005998,614.7184533918071,1171
25-345-44993,199.5559751026655,609.5539094522873,162
25-345-14215,208.85331650421233,622.5614212073729,198
25-345-11332,204.3669347988911,625.4829583340486,851
25-345-7236,196.45552696305128,602.839558390372,389
25-345-2626,204.1350933768009,622.3820786207954,345
25-345-1905,208.82885362032613,628.6680005870254,898
25-345-26441,207.93896062238107,621.0779784012169,274
25-345-6017,196.480101041814,619.8247325833067,271
25-345-4271,208.93515597020362,626.322934028932,243
25-345-21660,203.1186605523545,616.0646260654456,391
25-345-33766,209.5535109572732,627.521156943971,310
25-345-45208,197.68122863940442,616.6276167579665,296
25-345-7614,206.43427087506242,620.323734544043,248
25-345-31943,210.7628485848178,614.5245880761212,488
25-346-50768,103.84680908218502,580.5079411259825,223
25-346-9520,103.4389693161649,566.3492485099957,356
25-346-45115,110.78461736521909,563.7903486808026,381
25-346-50769,111.67853684505532,573.7846333539336,276
25-346-37129,121.69728746616883,586.3027227273896,1029
25-346-21237,117.13273572743317,568.4122647329559,579
25-346-47769,115.16680942430395,565.0986875135555,819
25-346-2719,97.48259068064843,564.4915842387492,460
25-346-9736,95.75906931762349,562.8644914891399,250
25-346-6396,111.55731091053836,559.2866970291872,969
25-346-31418,114.00704633942223,569.3181614295568,2122
25-346-14933,100.09489309228896,576.4836595713945,1603
25-346-45175,126.06613613398638,574.2819925522601,175
25-346-6248,99.68980997451607,581.1761647146012,1041
25-346-3440,116.8611977165244,581.5707234621018,194
25-346-48389,113.46974425228888,575.8023394670935,181
25-346-9255,109.65787917361436,556.1144232608144,1180
25-346-11264,95.7527312067858,584.6952288816138,230
25-346-3484,100.80064729168598,571.9286704837127,578
25-346-3378,125.19336715478046,575.9929811237739,368
25-346-2155,112.60899252669468,574.0785353237228,588
25-346-34484,111.64415414822095,567.3042874604312,972
25-346-47502,111.45623472218229,555.7122416103028,1304
25-346-43454,110.23362436230646,574.1163538162396,263
25-346-13346,112.79958063096753,589.3226183884932,2134
25-346-24296,116.67683652813668,574.0376020666139,1182
25-346-10057,118.40413851869494,588.4034656936293,636
25-346-25426,102.68740280695464,565.176410489201,358
25-346-20721,113.92031429661063,566.7386393614856,1303
25-346-17510,122.51457017693612,582.3191664592782,650
25-346-49615,110.43765235030348,579.3699649518566,27
25-346-6565,120.66150672444702,573.0861186329918,202
25-346-6246,113.38124129222442,583.7902283061605,631
25-346-2742,106.20394236209385,584.6886659073297,904
25-346-2118,109.41069285166344,584.5678553492897,1053
25-346-29024,113.19977117198877,562.9707997877467,1055
25-346-28965,116.2565197054581,570.4295878674376,195
25-346-45905,123.05497752046384,573.019450809399,249
25-346-6524,130.95537705856194,574.3337204145944,271
25-346-18916,111.47736175827349,565.2964492799395,1921
25-346-10456,111.45890340042443,574.278970055939,389
25-346-51805,112.21791996967295,582.016922417433,30
25-346-28980,100.92051542261922,586.0471130500666,492
25-346-1692,116.23817254254755,571.5612191229895,1838
25-346-16980,111.52796560249905,572.6902236803309,117
25-346-30757,116.09195121398452,582.8761584854605,564
25-346-19351,109.04886456036105,577.3709726523824,183
25-346-6247,110.094894048233,572.5162278904688,1632
25-346-31388,107.42430668200937,587.1887199328662,1192
25-346-24019,108.71750367890236,561.5087345742024,609
25-346-49536,109.80181469343273,578.5511339826913,132
25-346-27597,100.29559993487581,567.4295071691114,988
25-346-31504,105.05696669379117,571.4417002110358,1580
25-346-45114,103.21446675927855,561.8481275830757,587
25-346-25847,111.5351831200742,561.466418379124,608
25-346-22595,114.32172798179437,576.5816742941817,634
25-346-24155,109.50999695235977,575.117283741653,391
25-346-33603,105.91205567971869,561.4802359126667,1047
25-346-46772,110.93403961956875,573.0996173039241,985
25-346-6397,104.5205623676378,582.7297862333121,579
25-346-22369,108.27494787085915,583.7880694284225,348
25-346-37856,105.02125231599983,572.528194266863,1687
25-346-6212,105.35630343634281,581.187045525433,2120
25-346-49535,107.91414957543476,580.0238922290634,387
25-346-32655,106.81384653470877,559.0362529185812,344
25-346-15807,116.67683652813668,574.123959144567,228
25-346-46950,103.3567962653857,563.7454419318839,751
25-347-34985,146.6405334110487,483.96253303492847,35
25-347-29751,144.44554555908348,482.0787177374667,856
25-347-48225,160.78846478846242,495.7117525665548,116
25-347-13406,158.10539751763758,498.29260118032386,3
25-347-1950,168.60342173709478,494.45096350915367,90
25-347-20892,153.68139616618168,490.7747862127591,23
25-347-36048,155.53894292551897,496.2698925564267,19
25-347-38833,154.80635663137676,496.9582954801468,175
25-347-37190,151.97566599147203,492.1178784073558,135
25-347-20834,152.1302269395136,487.39933355605206,85
25-347-31069,158.27374663657912,492.6473407735622,37
25-347-25204,155.9875789448077,483.3769185694165,89
25-347-36046,153.46314714655378,494.9998689095503,18
25-347-16417,149.663923466529,493.39532417417337,121
25-347-45677,158.4221171747453,495.4798152435476,42
25-347-45215,153.16545170656002,494.0016563180838,368
25-347-53014,161.60478100411962,500.48326810346754,23
25-347-10635,162.94182085208217,497.6005074463536,87
25-347-36047,152.5542302506905,497.3688646197901,133
25-347-1953,154.87585206821373,498.11294883756756,77
25-347-36705,160.12224548452812,502.197053794849,39
25-347-5356,148.12665360567985,484.49709998887687,53
25-347-240,157.47592303792388,488.34641460438183,88
25-347-24874,164.11370418398857,487.46411343799593,82
25-347-35993,160.48009686661467,501.5843374338514,87
25-347-10844,146.41947789689465,487.89373340516164,13
25-347-22392,148.65983327890635,491.84580535903876,15
25-347-27011,160.7811922324495,484.7010281943999,59
25-347-17335,154.71550898398752,488.8365812538206,15
25-347-17333,165.21786980553273,494.9871604120563,156
25-347-33619,158.40162080225218,482.0329394710198,13
25-347-5139,166.0053522760697,487.80105506351765,227
25-347-46528,172.37548723366876,495.73600402641387,220
25-347-36445,161.75748368837267,491.286975492532,277
25-347-23872,171.76391513713756,494.432652651138,63
25-349-47799,76.86042520903348,564.0274523858137,72
25-349-2248,64.96986129935614,543.9257490685708,1990
25-349-46511,52.69305183829282,562.0864797683514,82
25-349-1422,73.55433202609932,557.1941889409392,770
25-349-25149,72.12992501581823,569.1419910095816,412
25-349-20608,81.23234171090218,574.7984073258137,72
25-349-6967,76.84959367727758,547.9410052879093,1406
25-349-26734,80.24937855936568,569.8838061660615,537
25-349-8192,82.68454745290943,579.0290125905366,403
25-349-34156,79.3853939794236,574.9339876901242,105
25-349-37469,72.67628597388854,566.2297534139722,247
25-349-21513,72.10879797979932,565.9225503507512,431
25-349-17820,64.20395064464057,570.7819275871836,176
25-349-30116,62.80845431520175,582.2725345354788,722
25-349-29582,61.29620331275658,545.2028830197643,1878
25-349-5777,69.69353297803843,557.5988736963177,432
25-349-34078,59.541547370324835,540.6981803123999,739
25-349-18214,83.34170946936712,574.8959906496682,94
25-349-11008,66.93089502562822,578.767958084232,88
25-349-2604,76.84436751561574,579.0815170832215,144
25-349-10645,56.638136640732185,553.3690102526523,1667
25-349-30015,77.41057208213456,551.8026750299882,197
25-349-44939,54.21086258699633,547.1918124691535,415
25-349-5798,68.8219871431066,568.1447269099999,547
25-349-12185,59.466157210069156,558.6055750759663,71
25-349-8712,60.444561369720205,551.0628157101464,479
25-349-18963,63.69801372837748,537.7574905144184,357
25-349-47800,75.58163083902363,565.7659318444369,359
25-349-23351,67.35586040176149,560.468855408585,482
25-349-4069,53.96189714635521,561.5359378403066,303
25-349-45004,64.95785224715009,566.0253171992172,89
25-349-13867,78.59101742343597,555.3648986933537,284
25-349-37729,68.65143255846847,565.7072194808947,131
25-349-23248,60.3377030452002,534.3849581649621,227
25-349-1898,74.82251016445471,551.4419430270312,2671
25-349-21672,71.8675049888884,562.2902880559686,744
25-349-6665,70.63290771833958,580.8408456219056,781
25-349-3993,70.50469996792347,554.3103459708809,609
25-349-22514,61.22392661046866,587.1550417106874,359
25-349-21997,56.52816485833795,531.9486012782183,692
25-349-33062,59.51597253725471,567.4847765462996,647
25-349-6165,78.01525009322204,568.8222933292594,361
25-349-16594,66.33466431945165,563.8096865725237,128
25-349-45247,49.03251485323854,535.9896130022291,680
25-349-7804,64.82363997080371,534.2678475072446,405
25-349-53437,53.56259616463083,566.1013128362714,40
25-349-35846,75.72819284206543,566.5141070877678,347
25-349-21494,67.91341339739276,551.7940388829668,819
25-349-12730,79.3223464559988,559.4563944233141,1850
25-349-3165,81.25002170426298,552.5767322092133,1150
25-349-3622,79.10751785770914,580.1363551486442,86
25-349-20609,60.369949573911526,536.5509817814544,728
25-349-19567,78.22007114808713,557.2788221470109,696
25-349-21831,75.14997922344769,573.5263678096632,251
25-349-32989,59.602704580050144,533.6007652890152,417
25-349-35286,75.99283676744182,576.6274432759828,152
25-349-22667,63.726924409291335,583.8131124095092,438
25-349-29448,69.41752762764582,565.8387657455422,464
25-349-20574,80.44508163027506,577.6645843609855,238
25-349-26784,79.00177148241411,566.3906142878612,169
25-349-31963,83.0870730873406,571.9788441940002,563
25-349-31071,55.48960424344724,543.927303602212,1198
25-349-10379,67.28104784952413,583.7411786012112,716
25-349-12608,64.48538500388166,579.7727968476145,128
25-349-37728,72.05358250282636,559.0827229930767,404
25-349-5094,77.10443537458345,559.2136175087645,211
25-349-5995,69.12165747031514,574.4421848269204,1428
25-349-12593,63.32817940236977,552.9574991053045,975
25-349-18637,79.45322288461372,562.8706230001519,172
25-349-3917,77.21620335036613,571.7360931938686,287
25-349-1841,57.031877876045854,543.2674899562229,2
25-350-3546,156.70756609482441,543.5260610202627,830
25-350-20560,146.00783427843,553.6913963698798,294
25-350-23231,145.32064963178559,549.6237698552976,269
25-350-45001,138.06406871894768,568.7784233968669,632
25-350-47797,149.08975085679938,564.2568422426427,146
25-350-1071,147.6479594464598,556.8387292987237,123
25-350-47795,141.1029408238485,567.0146116380929,219
25-350-22880,145.45408354377446,546.1062363433322,305
25-350-15889,167.87053597559265,560.2179160723488,660
25-350-33541,149.88964916760355,551.4028212481542,130
25-350-3938,160.54579257275563,560.9766728943722,167
25-350-16111,159.2932929190206,555.3838117035406,1651
25-350-29425,139.08483814557664,549.1073254593407,740
25-350-6663,164.703370879983,540.4687985519582,951
25-350-36098,141.9730700567102,566.6825247844877,64
25-350-6965,140.358242445511,570.388740621535,380
25-350-34232,156.12434870455846,551.9650345628661,1148
25-350-26891,147.2475233945414,562.1453001379957,590
25-350-22683,153.86931559219508,574.2198154807573,173
25-350-5525,140.37469929462566,565.9537258426359,383
25-350-20935,153.2043699308843,554.7389553268725,132
25-350-17447,147.92372286452277,561.3886947449141,160
25-350-16189,159.80490077650734,550.1808036964699,487
25-350-27851,140.28907920109134,562.9613002657719,516
25-350-20324,140.43474455504065,550.7680634307571,118
25-350-10113,145.6267692648436,549.5076994608727,234
25-350-47178,140.77121540913163,567.0358659246521,2044
25-350-7798,138.21851847204786,559.9178155569821,818
25-350-28615,150.71137967549004,566.1695361809761,138
25-350-19994,147.76693801797282,570.6480730706232,1463
25-350-11903,153.4250918602698,555.7008419962465,322
25-350-15388,152.27466914918412,557.7833393518785,124
25-350-268,168.02665365263402,540.2188621200146,393
25-350-12150,141.76585902185928,549.4046696882991,323
25-350-1825,155.60907141447453,554.8268707149455,471
25-350-31292,139.47811552412395,562.4531069919883,742
25-350-3672,165.1122346252314,546.7670822004646,889
25-350-5150,142.78095750721295,569.2359485758055,503
25-350-45825,141.7590761313595,560.9845316253767,17
25-350-17715,152.3581765391382,572.1023354009516,413
25-350-17766,158.09249890614444,549.3569115375724,488
25-350-18377,142.26834889540436,542.1154046692651,359
25-350-19985,144.10084128648796,553.0980951916498,343
25-350-23093,136.54848186878286,564.4907206488427,1618
25-350-28982,165.88615131470624,549.8085842606673,891
25-350-35243,145.4362923554948,556.6268006007822,80
25-350-38841,146.37022776630118,563.6467461071394,219
25-350-10976,162.81583700017066,564.8842583878726,53
25-350-9841,168.1219477047354,557.987926873326,1090
25-350-14999,135.56807620058171,573.394241289648,70
25-350-1366,160.98011995619837,550.8520933268474,180
25-350-5937,146.2842648660884,551.3473771318177,75
25-351-36041,175.0054751026564,562.957939238076,39
25-351-36706,170.12823776617037,566.049497630636,82
25-351-24106,183.3070604720983,572.9028684505977,173
25-351-4896,171.659725490846,572.2705597294488,110
25-351-32295,170.5063005167892,565.8629628392736,22
25-351-38835,172.2095763343789,563.7820867849712,111
25-351-36042,167.3157576288446,569.8467606275091,8
25-351-33819,176.1305399064516,576.0367639648297,212
25-351-45476,168.95438688316344,564.9631245408699,48
25-351-2338,178.31240675710012,566.9074702832871,165
25-351-37957,174.3520659271955,567.1538808994547,51
25-351-26073,181.23772288724635,580.3640754747715,382
25-351-17489,174.73615552631608,571.8648522792594,128
25-351-15734,166.00077675995536,566.6060468932798,8
25-351-21597,170.65085392140253,566.5590135517863,64
25-351-39229,166.33710004356016,567.6391388969574,18
25-335-8708,69.38318793781478,509.3245975823732,497
25-335-14712,71.07001497501922,511.35815984528045,451
25-335-21964,58.55636032027158,515.6201053962931,151
25-335-2567,68.74170440600471,495.25620873750387,719
25-335-37241,67.09170828419072,517.5055535021207,531
25-335-29907,68.77406212968033,491.61950956840184,204
25-335-10770,66.72863145402708,504.08574957822276,802
25-335-21188,67.81889770978313,505.4225006837376,370
25-335-27220,74.79860325530227,528.9240808865521,1066
25-335-3271,61.343572351538064,516.8977489011462,154
25-335-5194,58.753953704986394,518.1255547829147,98
25-335-35052,61.87330498210872,518.5816627883403,374
25-335-33138,70.48201620299575,524.0132958955523,448
25-335-17066,64.87667995078506,517.836309014007,332
25-335-30873,80.15931066883647,526.2527791464031,827
25-335-31101,79.54551467381198,533.3718981746314,1631
25-335-5304,73.65829928256998,520.8552005007028,232
25-335-13407,67.6660046855763,516.9196000041838,12
25-335-23160,72.54912988929647,508.3063881511213,544
25-335-32101,64.1461292827153,509.3980979005178,1208
25-335-35054,62.477093433797286,501.68266319560445,744
25-335-5219,60.37592675268101,495.8442352767351,296
25-335-47810,67.73571969511849,516.7187322068803,499
25-335-20819,71.7240635335273,501.640341545943,1163
25-335-19059,80.53959731791251,511.23257931039433,861
25-335-14088,57.9112073559686,513.5964935185813,174
25-335-31102,61.03378328597573,500.58575395836414,565
25-335-23045,75.8660745510741,532.0073296346866,550
25-335-47495,75.23003957064248,520.5551604767732,436
25-335-28820,72.58307399624715,519.8500070992708,22
25-335-30257,72.53912234586448,499.39988004599576,661
25-335-44973,66.26550458451808,494.0897557991593,340
25-335-19307,77.58403616772172,527.045621021747,101
25-335-30945,61.56418308604589,512.7448984330402,250
25-335-15490,68.95808973329893,499.2890658998366,442
25-335-11393,66.47877645387834,519.6017505167029,1075
25-338-15286,159.3323223382684,515.5845216846214,308
25-338-6115,162.76957991069258,521.0452084774792,11
25-338-48023,166.9419636836478,519.0645726045009,163
25-338-49154,160.78602935137528,514.9041619529428,19
25-338-20762,150.34666031610797,517.3457394973358,99
25-338-25875,170.0793688475783,522.5645077503146,240
25-338-14413,160.22758130812122,520.4369963955259,58
25-338-10923,171.47469713291142,515.3907976933792,4
25-338-12194,166.31213907868778,525.2184553123546,24
25-338-6079,172.2098067929732,527.9021996565419,238
25-338-4735,173.87317170064318,510.1163448406037,259
25-338-15473,168.56740559824098,520.8177436450036,1221
25-338-22872,174.27803242854435,537.7609450803284,265
25-338-2284,149.5770802288272,502.83415615107805,63
25-338-34940,168.52591887322723,525.9746796088082,120
25-338-24466,173.20055358938325,534.8452822174585,190
25-338-6039,167.09725371761678,520.7402532032946,29
25-338-48224,163.789172905597,521.0598331532809,275
25-338-33166,162.19781559789868,523.7887424167267,59
25-338-6173,158.51615157668886,508.47334044201006,86
25-338-24135,161.32159957594362,505.2748078743854,17
25-338-33065,161.68854283388006,510.1780124574856,162
25-338-47021,172.98817127948195,521.7081629847254,324
25-338-30336,151.9923452304538,525.2345194775021,228
25-338-20464,167.88432414647647,522.4863301303736,388
25-338-24483,190.92168904868473,536.5052086604975,181
25-338-31349,178.0375328983985,510.19874106645307,7
25-338-25633,178.96489858660763,526.5783799481951,1045
25-338-25400,184.03093944455193,523.9580212029942,131
25-338-35526,141.8335767322116,492.01509527311623,202
25-338-31107,175.74691740955816,509.4421462644464,33
25-338-18402,161.95874650561143,520.8816288874864,16
25-338-37090,189.65962663128673,541.4210430122725,237
25-338-50047,185.16179184851342,520.8816288874864,113
25-338-25168,143.075624062829,504.5397979663851,145
25-338-35291,160.09845538283065,504.6443059055204,82
25-338-33606,174.57492288269216,541.7008605237974,244
25-338-7016,141.3297525195858,499.9643149254402,168
25-338-19900,158.81860177714867,520.8850835784596,105
25-338-48836,165.34352698945642,519.3024503013015,270
25-338-34613,175.23319684843025,536.1252052162561,60
25-338-13357,155.38657036630437,518.6928179962988,94
25-338-22832,150.47898227882334,526.7148385723757,448
25-338-6080,191.5960862788367,547.4862216458973,160
25-338-45238,158.9531476383947,524.4615388656979,149
25-338-52508,159.097701043039,525.8736309782312,1
25-338-12516,164.90785835006798,517.8166171487682,180
25-338-29422,170.78762368119294,500.4285588912706,3
25-338-2422,159.36367930758104,520.5561105174423,82
25-338-25934,173.3428830954582,518.4711121284091,147
25-338-47061,183.5694804989804,542.5092212576938,162
25-338-17782,164.55303125177147,521.7020001465929,125
25-338-9073,182.93945004464183,531.8270853758696,1363
25-338-16197,147.9081555747833,511.1082079093744,269
25-338-15829,141.05287715221496,503.6158086212456,65
25-338-10182,157.9182564561143,510.7895060481165,61
25-338-5948,157.86176943340172,520.8598643337676,107
25-338-27972,166.280177905355,519.4492825272481,467
25-338-9988,183.45472733466804,513.6084123843334,550
25-338-5249,159.9324413573578,523.9769355125824,92
25-338-28600,162.2137646994363,521.825385376038,208
25-338-1042,178.37812295870853,517.1111641768883,342
25-338-21723,143.77948794846725,501.31040529527036,145
25-338-51058,165.94498322135496,518.5017439238187,181
25-338-29091,152.30702687284955,524.5954071073104,24
25-338-16012,149.08081727115356,520.86020980288,392
25-338-10669,143.62570536493104,493.6937398725043,390
25-338-32525,172.69572862240994,540.1679075438457,122
25-338-35213,179.89115232556404,530.7083948387753,26
25-338-17485,171.27910525692536,517.4295163695513,165
25-338-25342,175.06751640771066,529.6141430949326,118
25-338-31028,162.55141546461527,527.5905910747807,313
25-338-531,169.66859768175777,514.8174722670396,120
25-338-50161,163.32119267945515,517.4914403470916,238
25-338-48894,163.24437667807692,518.7283595794182,676
25-338-28001,161.518414596075,505.08824847243443,263
25-338-30902,145.59641304984282,505.0398812084569,469
25-338-8808,174.6524257465707,522.5768427184813,634
25-338-25870,161.0614034475899,523.6807839753571,26
25-338-8820,168.46032523487514,514.8811251560535,240
25-338-2517,169.55736301280223,528.6708563006787,103
25-338-23870,146.31473227597232,517.4087880726378,727
25-338-9536,170.24098942179737,503.04377732800384,130
25-338-4874,173.20025682420086,518.7369701815579,48
25-338-606,149.48345410059838,518.0473055716303,451
25-338-304,176.34003114823278,543.3734574742232,331
25-338-28415,168.34467114279488,505.03383530012184,104
25-338-19288,141.161959375294,498.4385686608376,213
25-338-2561,174.65898624724466,533.9352565320222,75
25-338-34049,169.9403183401351,510.72300183916616,197
25-338-1144,163.55750716087346,523.6450281341257,78
25-338-4894,148.83073988119463,516.373926705063,416
25-338-5155,161.71856546404237,508.7637146466196,66
25-338-5805,163.26061670675276,521.6973670941052,56
25-338-854,166.87656452632288,529.2842261214934,562
25-338-22336,138.83131371282025,492.2759398248228,157
25-338-673,165.8391158607211,503.8501313786286,27
25-338-50020,164.5277531826354,515.8036012567364,140
25-348-52519,186.72964031421023,644.4126251169276,45
25-348-34822,178.20673100045397,637.6044623649648,346
25-348-32015,179.9712126727499,623.6165791219539,480
25-348-30207,185.030581835093,629.6426682582335,581
25-348-20684,187.70370787162923,637.4421668502561,1377
25-348-47143,172.52671233390626,623.7754569928013,431
25-348-24901,161.03360471591364,639.5636240428138,850
25-348-26436,163.29197367608086,623.6476639277952,215
25-348-15560,160.66821818698702,627.9288817432259,494
25-348-1497,182.60664362916174,629.8595677500894,173
25-348-14098,172.06414143904254,633.2914335654597,452
25-348-10642,186.71718648241168,635.144728687849,848
25-348-39209,173.8057273591723,630.9319793685597,942
25-348-20139,186.69961768400367,648.9757759767091,997
25-348-20083,183.1391561328616,641.6850695513477,1733
25-348-21075,176.58977495346997,622.973295785584,400
25-348-47018,188.31527996814594,634.717152252876,512
25-348-19304,196.3724643528399,632.4808300335152,346
25-348-29866,182.45530733400787,627.2733443326329,931
25-348-31135,184.0242677489314,648.9930441825304,1389
25-348-13087,192.88761535179165,643.531416981416,900
25-348-12773,192.8144490900326,636.7662683134633,530
25-348-26662,191.32421468316022,640.2871790150698,590
25-348-27017,194.66006248248456,640.9736052071523,380
25-348-26933,159.8193561169693,637.8946072134889,741
25-348-5011,179.13558279902108,626.5015840560391,289
25-348-27948,171.27132161209192,632.8711080418673,299
25-348-3202,177.9101035124714,633.9733822675453,358
25-348-28177,187.43016835206998,624.2218689291536,665
25-348-26683,179.0049287601975,634.9994978110293,348
25-348-31737,188.98356147731175,645.1698442808855,202
25-348-23329,160.43648795985877,641.8568914465804,996
25-348-16935,189.63516374743406,627.7853750959821,322
25-348-33053,155.11358682135696,629.9664632356657,64
25-348-25365,172.41218155945216,628.865559219549,322
25-348-29759,192.87649585909367,626.8614742460321,301
25-348-30197,189.50172983546477,632.9539988959208,1739
25-348-14034,198.5398758629947,631.2320241254192,372
25-348-21657,173.55081760829987,634.6351252173395,26397
25-348-26047,157.6254802142669,628.7567638310901,721
25-348-24196,195.5006961279376,629.2929693816939,371
25-348-28038,193.41912710114661,628.1221234632684,428
25-348-2558,158.85385056891005,623.7548201425445,460
25-348-35145,183.37711327589813,634.7206060224082,1271
25-348-33486,185.8912305673186,641.1782376838689,413
25-348-23883,197.21198604899382,628.6376069424147,208
25-348-31310,166.0318166685943,642.5484953823793,628
25-348-38442,177.9977192347206,632.0355854533248,914
25-348-35328,181.12652796058518,626.0774520082426,268
25-348-29032,178.59892322820969,634.1365272095616,207
25-348-7440,187.9679070173547,642.4554181712558,241
25-348-6431,162.83952151955037,633.3689709686395,204
25-348-12109,186.54539032076414,631.837388534287,508
25-348-31758,178.05532408665735,640.0031104589965,601
25-348-45583,184.2322022617627,625.4937516186417,3662
25-348-6448,158.60722022160803,634.6160431360664,1033
25-348-45550,192.61185193371716,632.2261129808933,216
25-348-14959,183.5556923280603,631.8950669084642,116
25-348-10802,157.9076929380972,631.3132747731705,232
25-348-36519,168.53370251807627,629.4000377128824,302
25-348-2320,161.36641113135906,624.2664237484843,86
25-348-6525,180.06606194521376,649.4016097032148,211
25-348-6398,193.1825042972664,638.355249672347,64
25-348-7692,163.8585118273253,642.8315259467314,232
25-348-35310,178.8195791551395,633.2324344238423,296
25-348-24283,191.7022774337362,630.3481092382078,737
25-348-33972,181.74254785421138,637.976633558468,85
25-348-11972,176.09128809736922,628.3154514337704,839
25-966-19932,113.39102644579812,537.5476255867503,438
25-966-27433,114.1560475410897,531.223132732391,1145
25-966-25387,114.77762718103564,546.8031816979957,1856
25-966-26561,112.14119547032222,537.3204877174135,459
25-966-8365,118.02162797093159,549.4479370139447,1970
25-966-12326,132.21410362821607,560.1721453594837,665
25-966-5681,116.90519366189385,531.2140685950811,600
25-966-26342,119.11534126947011,529.4828672591267,1498
25-966-17020,116.44666302997177,534.406549359668,703
25-966-29569,111.39952530958705,538.6453130964704,1311
25-966-41914,103.00131550981037,539.1917335126261,2
25-966-34176,122.65356383527406,548.2860221956593,1722
25-966-36819,104.49103608386545,537.3219451473733,144
25-966-39450,103.77719134413603,543.3299361942609,64
25-966-41343,100.19774839942957,541.9893141983022,67
25-966-47446,101.64679603227076,538.2300905423668,388
25-966-47875,106.80112996007195,544.8684530992549,7
25-966-50330,99.76408818552338,543.0343095116697,110
25-966-12179,100.21998738473918,541.8684054947106,2624
25-966-51498,111.03925374727761,535.6761098321593,5
25-966-54070,102.71262789659855,540.0298772585002,2
25-966-33283,134.96173026558998,555.9143256288539,1387
25-966-2488,118.13315648242555,535.2252003530774,781
25-966-34022,123.19174728024608,551.0815561796127,408
25-966-48208,102.2518005269122,543.6351340788156,413
25-966-33792,128.41012518765973,549.9666264254349,608
25-966-50596,103.5918873082545,541.7111812750398,1573
25-966-44968,118.75173385930965,547.0458600632544,662
25-966-12610,129.6277096344364,555.5951364702548,1196
25-966-4603,120.5803344280073,545.3452087874598,1060
25-966-49684,104.06490296970108,539.5126540348411,2
25-966-11171,109.87615481458826,536.0814184355809,289
25-966-2109,112.17433155847036,534.6013018903537,913
25-966-16828,126.51313973909855,553.6525338714531,396
25-966-54152,104.92350991525417,544.3744130182837,2
25-966-17233,114.67421589925804,544.6346158556028,2229
25-966-38394,101.89655513495266,542.607815168159,10
25-966-31615,105.51620174086439,536.4317989286844,1305
25-966-9156,124.23075267480877,552.8520520114818,297
25-966-49577,101.9101502697032,541.7302240798487,3
25-966-37591,100.99379345710582,542.8543793568211,476
25-966-37002,104.3343411302945,539.1332476899127,65
25-966-18549,118.18461385322409,529.9840474237476,662
25-966-34824,105.57381541465968,540.3689374822675,1952
25-966-38296,101.39865360717091,542.4556760398121,33
25-966-2312,117.01642583411407,545.9223704068918,738
25-966-900,107.37671525348394,546.6624109138301,931
25-966-15290,110.51352413410768,551.05072508429555,450
25-966-4824,106.4351166145817,544.2471056039029,647
25-966-30317,114.25612297512308,539.8345435662962,2465
25-966-10917,121.23960914805131,551.1294005081871,281
25-966-39271,100.5989397962667,538.5940131922173,80
25-966-25639,117.32621489973684,542.0920865711088,1216
25-966-11120,119.41679071554618,532.6586957012383,1650
25-966-48870,101.35417563650773,541.4624974692741,17
25-966-24843,100.47573571601676,543.1552179052745,1918
25-967-36392,100.63140861336407,545.916238662282,126
25-967-26409,95.65543564601433,537.1779867153964,3341
25-967-2583,102.39040115795284,548.9901322252838,945
25-967-9538,98.14920426586158,554.523053023052,422
25-967-33859,94.75142089241119,535.0024659350772,423
25-967-25378,89.68982783152586,525.5022554823344,1149
25-967-41248,95.11401599814862,537.6219900177477,26
25-967-32831,99.96312710422984,552.7440140541104,635
25-967-13987,102.83729356811321,557.5852287618256,284
25-967-37532,98.5520634851095,540.6074985308234,811
25-967-31488,117.09937724941528,568.4934414445457,383
25-967-25447,86.02039525225656,528.2055169013736,668
25-967-29652,89.68982783152586,551.4304569421948,131
25-967-30842,106.31346936485829,555.4030701559934,574
25-967-653,88.04414291714612,521.5984767246889,821
25-967-37537,89.86773971418906,528.6114365962349,168
25-967-26067,93.52938864850647,534.2795931202762,816
25-967-31789,93.5635409807293,543.4845781520906,1646
25-967-42451,100.11991195078564,541.6352243328203,68
25-967-27909,88.55119178264411,534.7330081006575,687
25-967-48345,92.72402505758,538.4436962984348,74
25-967-22015,96.17249205486777,517.677392183596,1649
25-967-21369,98.11506742336687,553.0860046208579,122
25-967-18778,100.97147527620972,542.7024414142155,3222
25-967-38817,102.29932205221688,538.3962494408821,1227
25-967-17355,101.90236662485397,559.2063822092113,397
25-967-5576,90.01229311877644,533.0570977511857,530
25-967-3621,98.79168855199451,559.1600068710109,733
25-967-36983,99.60841528821364,541.6179516494177,13
